(('quality', 'scenarios', 'software', 'architecture'), 3)
(('models', 'run', 'time', 'selfadaptive'), 1)
(('run', 'time', 'selfadaptive', 'systems'), 1)
(('time', 'selfadaptive', 'systems', 'software'), 1)
(('selfadaptive', 'systems', 'software', 'engineering'), 1)
(('systems', 'software', 'engineering', 'build'), 1)
(('software', 'engineering', 'build', 'automation'), 1)
(('engineering', 'build', 'automation', 'componentbased'), 1)
(('build', 'automation', 'componentbased', 'software'), 1)
(('automation', 'componentbased', 'software', 'engineering'), 1)
(('componentbased', 'software', 'engineering', 'continuous'), 1)
(('engineering', 'continuous', 'integration', 'model'), 1)
(('continuous', 'integration', 'model', 'scaffolding'), 1)
(('integration', 'model', 'scaffolding', 'model'), 1)
(('model', 'scaffolding', 'model', 'standards'), 1)
(('scaffolding', 'model', 'standards', 'software'), 1)
(('model', 'standards', 'software', 'development'), 1)
(('standards', 'software', 'development', 'process'), 1)
(('software', 'development', 'process', 'workflow'), 1)
(('development', 'process', 'workflow', 'management'), 1)
(('process', 'workflow', 'management', 'system'), 1)
(('workflow', 'management', 'system', 'continuous'), 1)
(('management', 'system', 'continuous', 'integration'), 1)
(('system', 'continuous', 'integration', 'irbased'), 1)
(('continuous', 'integration', 'irbased', 'regression'), 1)
(('integration', 'irbased', 'regression', 'testing'), 1)
(('irbased', 'regression', 'testing', 'recommender'), 1)
(('regression', 'testing', 'recommender', 'systems'), 1)
(('testing', 'recommender', 'systems', 'regression'), 1)
(('recommender', 'systems', 'regression', 'testing'), 1)
(('systems', 'regression', 'testing', 'tagbased'), 1)
(('regression', 'testing', 'tagbased', 'recommender'), 1)
(('testing', 'tagbased', 'recommender', 'system'), 1)
(('tagbased', 'recommender', 'system', 'test'), 1)
(('recommender', 'system', 'test', 'case'), 1)
(('system', 'test', 'case', 'prioritization'), 1)
(('test', 'case', 'prioritization', 'embedded'), 1)
(('case', 'prioritization', 'embedded', 'testing'), 1)
(('prioritization', 'embedded', 'testing', 'mda'), 1)
(('embedded', 'testing', 'mda', 'model'), 1)
(('testing', 'mda', 'model', 'based'), 1)
(('mda', 'model', 'based', 'regression'), 1)
(('model', 'based', 'regression', 'testing'), 1)
(('based', 'regression', 'testing', 'regression'), 1)
(('regression', 'testing', 'regression', 'testing'), 1)
(('testing', 'regression', 'testing', 'testing'), 1)
(('regression', 'testing', 'testing', 'evaluation'), 1)
(('testing', 'testing', 'evaluation', 'parameters'), 1)
(('testing', 'evaluation', 'parameters', 'uml'), 1)
(('evaluation', 'parameters', 'uml', 'regression'), 1)
(('parameters', 'uml', 'regression', 'testing'), 1)
(('uml', 'regression', 'testing', 'continuous'), 1)
(('regression', 'testing', 'continuous', 'integration'), 1)
(('testing', 'continuous', 'integration', 'testing'), 1)
(('continuous', 'integration', 'testing', 'service'), 1)
(('integration', 'testing', 'service', 'oriented'), 1)
(('testing', 'service', 'oriented', 'architecture'), 1)
(('service', 'oriented', 'architecture', 'big'), 1)
(('oriented', 'architecture', 'big', 'data'), 1)
(('architecture', 'big', 'data', 'analytics'), 1)
(('devops', 'domainspecific', 'model', 'performance'), 1)
(('domainspecific', 'model', 'performance', 'monitoring'), 1)
(('model', 'performance', 'monitoring', 'quality'), 1)
(('performance', 'monitoring', 'quality', 'scenarios'), 1)
(('monitoring', 'quality', 'scenarios', 'software'), 1)
(('scenarios', 'software', 'architecture', 'active'), 1)
(('software', 'architecture', 'active', 'learning'), 1)
(('architecture', 'active', 'learning', 'model'), 1)
(('active', 'learning', 'model', 'checking'), 1)
(('learning', 'model', 'checking', 'testing'), 1)
(('model', 'checking', 'testing', 'validation'), 1)
(('checking', 'testing', 'validation', 'automotive'), 1)
(('testing', 'validation', 'automotive', 'software'), 1)
(('validation', 'automotive', 'software', 'autosar'), 1)
(('automotive', 'software', 'autosar', 'adaptive'), 1)
(('software', 'autosar', 'adaptive', 'serviceoriented'), 1)
(('autosar', 'adaptive', 'serviceoriented', 'architecture'), 1)
(('adaptive', 'serviceoriented', 'architecture', 'software'), 1)
(('serviceoriented', 'architecture', 'software', 'development'), 1)
(('architecture', 'software', 'development', 'process'), 1)
(('software', 'development', 'process', 'adaptive'), 1)
(('development', 'process', 'adaptive', 'model'), 1)
(('process', 'adaptive', 'model', 'learning'), 1)
(('adaptive', 'model', 'learning', 'automata'), 1)
(('model', 'learning', 'automata', 'learning'), 1)
(('learning', 'automata', 'learning', 'finite'), 1)
(('automata', 'learning', 'finite', 'state'), 1)
(('learning', 'finite', 'state', 'machines'), 1)
(('finite', 'state', 'machines', 'software'), 1)
(('state', 'machines', 'software', 'product'), 1)
(('machines', 'software', 'product', 'lines'), 1)
(('software', 'product', 'lines', 'continuous'), 1)
(('product', 'lines', 'continuous', 'integration'), 1)
(('lines', 'continuous', 'integration', 'reinforcement'), 1)
(('continuous', 'integration', 'reinforcement', 'learning'), 1)
(('integration', 'reinforcement', 'learning', 'reward'), 1)
(('reinforcement', 'learning', 'reward', 'computation'), 1)
(('learning', 'reward', 'computation', 'sliding'), 1)
(('reward', 'computation', 'sliding', 'window'), 1)
(('computation', 'sliding', 'window', 'test'), 1)
(('sliding', 'window', 'test', 'case'), 1)
(('window', 'test', 'case', 'prioritization'), 1)
(('test', 'case', 'prioritization', 'business'), 1)
(('case', 'prioritization', 'business', 'process'), 1)
(('prioritization', 'business', 'process', 'management'), 1)
(('business', 'process', 'management', 'internet'), 1)
(('process', 'management', 'internet', 'things'), 1)
(('management', 'internet', 'things', 'orchestration'), 1)
(('internet', 'things', 'orchestration', 'code'), 1)
(('things', 'orchestration', 'code', 'generation'), 1)
(('orchestration', 'code', 'generation', 'information'), 1)
(('code', 'generation', 'information', 'system'), 1)
(('generation', 'information', 'system', 'modelbased'), 1)
(('information', 'system', 'modelbased', 'software'), 1)
(('system', 'modelbased', 'software', 'engineering'), 1)
(('modelbased', 'software', 'engineering', 'modeling'), 1)
(('software', 'engineering', 'modeling', 'graphical'), 1)
(('engineering', 'modeling', 'graphical', 'user'), 1)
(('modeling', 'graphical', 'user', 'interfaces'), 1)
(('graphical', 'user', 'interfaces', 'montigem'), 1)
(('user', 'interfaces', 'montigem', 'constraint'), 1)
(('interfaces', 'montigem', 'constraint', 'specification'), 1)
(('montigem', 'constraint', 'specification', 'nonfunctional'), 1)
(('constraint', 'specification', 'nonfunctional', 'requirements'), 1)
(('specification', 'nonfunctional', 'requirements', 'operational'), 1)
(('nonfunctional', 'requirements', 'operational', 'software'), 1)
(('requirements', 'operational', 'software', 'quality'), 1)
(('operational', 'software', 'quality', 'quality'), 1)
(('software', 'quality', 'quality', 'modeling'), 1)
(('quality', 'quality', 'modeling', 'cloud'), 1)
(('quality', 'modeling', 'cloud', 'services'), 1)
(('modeling', 'cloud', 'services', 'devops'), 1)
(('cloud', 'services', 'devops', 'infrastructure'), 1)
(('services', 'devops', 'infrastructure', 'code'), 1)
(('devops', 'infrastructure', 'code', 'infrastructure'), 1)
(('infrastructure', 'code', 'infrastructure', 'provisioning'), 1)
(('code', 'infrastructure', 'provisioning', 'model'), 1)
(('infrastructure', 'provisioning', 'model', 'driven'), 1)
(('provisioning', 'model', 'driven', 'development'), 1)
(('model', 'driven', 'development', 'alloy'), 1)
(('driven', 'development', 'alloy', 'emf'), 1)
(('development', 'alloy', 'emf', 'modeldriven'), 1)
(('alloy', 'emf', 'modeldriven', 'engineering'), 1)
(('emf', 'modeldriven', 'engineering', 'requirements'), 1)
(('modeldriven', 'engineering', 'requirements', 'engineering'), 1)
(('engineering', 'requirements', 'engineering', 'sirius'), 1)
(('requirements', 'engineering', 'sirius', 'software'), 1)
(('engineering', 'sirius', 'software', 'engineering'), 1)
(('sirius', 'software', 'engineering', 'machine'), 1)
(('software', 'engineering', 'machine', 'learning'), 1)
(('engineering', 'machine', 'learning', 'mobile'), 1)
(('machine', 'learning', 'mobile', 'testing'), 1)
(('learning', 'mobile', 'testing', 'test'), 1)
(('mobile', 'testing', 'test', 'reuse'), 1)
(('testing', 'test', 'reuse', 'test'), 1)
(('test', 'reuse', 'test', 'synthesis'), 1)
(('reuse', 'test', 'synthesis', 'ui'), 1)
(('test', 'synthesis', 'ui', 'recognition'), 1)
(('synthesis', 'ui', 'recognition', 'ui'), 1)
(('ui', 'recognition', 'ui', 'testing'), 1)
(('recognition', 'ui', 'testing', 'palladio'), 1)
(('ui', 'testing', 'palladio', 'component'), 1)
(('testing', 'palladio', 'component', 'model'), 1)
(('palladio', 'component', 'model', 'performance'), 1)
(('component', 'model', 'performance', 'model'), 1)
(('model', 'performance', 'model', 'runtime'), 1)
(('performance', 'model', 'runtime', 'model'), 1)
(('model', 'runtime', 'model', 'software'), 1)
(('runtime', 'model', 'software', 'architecture'), 1)
(('model', 'software', 'architecture', 'workload'), 1)
(('software', 'architecture', 'workload', 'architecture'), 1)
(('architecture', 'workload', 'architecture', 'discovering'), 1)
(('workload', 'architecture', 'discovering', 'architecture'), 1)
(('architecture', 'discovering', 'architecture', 'recovering'), 1)
(('discovering', 'architecture', 'recovering', 'conformance'), 1)
(('architecture', 'recovering', 'conformance', 'checking'), 1)
(('recovering', 'conformance', 'checking', 'continuous'), 1)
(('conformance', 'checking', 'continuous', 'integration'), 1)
(('checking', 'continuous', 'integration', 'artifact'), 1)
(('continuous', 'integration', 'artifact', 'models'), 1)
(('integration', 'artifact', 'models', 'artificial'), 1)
(('artifact', 'models', 'artificial', 'intelligence'), 1)
(('models', 'artificial', 'intelligence', 'build'), 1)
(('artificial', 'intelligence', 'build', 'systems'), 1)
(('intelligence', 'build', 'systems', 'compiler'), 1)
(('build', 'systems', 'compiler', 'machine'), 1)
(('systems', 'compiler', 'machine', 'learning'), 1)
(('compiler', 'machine', 'learning', 'metamodeling'), 1)
(('machine', 'learning', 'metamodeling', 'reference'), 1)
(('learning', 'metamodeling', 'reference', 'models'), 1)
(('metamodeling', 'reference', 'models', 'training'), 1)
(('reference', 'models', 'training', 'artifact'), 1)
(('models', 'training', 'artifact', 'integration'), 1)
(('training', 'artifact', 'integration', 'modelbased'), 1)
(('artifact', 'integration', 'modelbased', 'development'), 1)
(('integration', 'modelbased', 'development', 'quality'), 1)
(('modelbased', 'development', 'quality', 'assessment'), 1)
(('development', 'quality', 'assessment', 'business'), 1)
(('quality', 'assessment', 'business', 'rules'), 1)
(('assessment', 'business', 'rules', 'language'), 1)
(('business', 'rules', 'language', 'cloud'), 1)
(('rules', 'language', 'cloud', 'application'), 1)
(('language', 'cloud', 'application', 'code'), 1)
(('cloud', 'application', 'code', 'generation'), 1)
(('application', 'code', 'generation', 'deployment'), 1)
(('code', 'generation', 'deployment', 'automation'), 1)
(('generation', 'deployment', 'automation', 'devops'), 1)
(('deployment', 'automation', 'devops', 'model'), 1)
(('automation', 'devops', 'model', 'driven'), 1)
(('devops', 'model', 'driven', 'engineering'), 1)
(('model', 'driven', 'engineering', 'machine'), 1)
(('driven', 'engineering', 'machine', 'learning'), 1)
(('engineering', 'machine', 'learning', 'metamodel'), 1)
(('machine', 'learning', 'metamodel', 'classification'), 1)
(('learning', 'metamodel', 'classification', 'metamodel'), 1)
(('metamodel', 'classification', 'metamodel', 'repositories'), 1)
(('classification', 'metamodel', 'repositories', 'automated'), 1)
(('metamodel', 'repositories', 'automated', 'configuration'), 1)
(('repositories', 'automated', 'configuration', 'engineering'), 1)
(('automated', 'configuration', 'engineering', 'domains'), 1)
(('configuration', 'engineering', 'domains', 'modeldriven'), 1)
(('engineering', 'domains', 'modeldriven', 'approach'), 1)
(('domains', 'modeldriven', 'approach', 'systems'), 1)
(('modeldriven', 'approach', 'systems', 'integration'), 1)
(('approach', 'systems', 'integration', 'bpmn'), 1)
(('systems', 'integration', 'bpmn', 'modelbased'), 1)
(('integration', 'bpmn', 'modelbased', 'testing'), 1)
(('bpmn', 'modelbased', 'testing', 'nocode'), 1)
(('modelbased', 'testing', 'nocode', 'processdriven'), 1)
(('testing', 'nocode', 'processdriven', 'application'), 1)
(('nocode', 'processdriven', 'application', 'application'), 1)
(('processdriven', 'application', 'application', 'profiling'), 1)
(('application', 'application', 'profiling', 'performance'), 1)
(('application', 'profiling', 'performance', 'bottlenecks'), 1)
(('profiling', 'performance', 'bottlenecks', 'cloud'), 1)
(('performance', 'bottlenecks', 'cloud', 'cloud'), 1)
(('bottlenecks', 'cloud', 'cloud', 'architectures'), 1)
(('incremental', 'integration', 'microservices', 'architectures'), 1)
(('integration', 'microservices', 'architectures', 'architecture'), 1)
(('microservices', 'architectures', 'architecture', 'framework'), 1)
(('architectures', 'architecture', 'framework', 'automotive'), 1)
(('architecture', 'framework', 'automotive', 'domain'), 1)
(('framework', 'automotive', 'domain', 'automotive'), 1)
(('automotive', 'domain', 'automotive', 'ecosystem'), 1)
(('domain', 'automotive', 'ecosystem', 'continuous'), 1)
(('automotive', 'ecosystem', 'continuous', 'integration'), 1)
(('ecosystem', 'continuous', 'integration', 'deployment'), 1)
(('continuous', 'integration', 'deployment', 'software'), 1)
(('integration', 'deployment', 'software', 'architecture'), 1)
(('deployment', 'software', 'architecture', 'systems'), 1)
(('software', 'architecture', 'systems', 'systems'), 1)
(('architecture', 'systems', 'systems', 'autonomic'), 1)
(('systems', 'systems', 'autonomic', 'computing'), 1)
(('systems', 'autonomic', 'computing', 'ac'), 1)
(('autonomic', 'computing', 'ac', 'cloudnative'), 1)
(('computing', 'ac', 'cloudnative', 'observability'), 1)
(('ac', 'cloudnative', 'observability', 'policydriven'), 1)
(('cloudnative', 'observability', 'policydriven', 'management'), 1)
(('observability', 'policydriven', 'management', 'resource'), 1)
(('policydriven', 'management', 'resource', 'management'), 1)
(('management', 'resource', 'management', 'autonomic'), 1)
(('resource', 'management', 'autonomic', 'computing'), 1)
(('management', 'autonomic', 'computing', 'internet'), 1)
(('autonomic', 'computing', 'internet', 'things'), 1)
(('computing', 'internet', 'things', 'pervasive'), 1)
(('internet', 'things', 'pervasive', 'computing'), 1)
(('things', 'pervasive', 'computing', 'serviceoriented'), 1)
(('pervasive', 'computing', 'serviceoriented', 'computing'), 1)
(('computing', 'serviceoriented', 'computing', 'class'), 1)
(('serviceoriented', 'computing', 'class', 'diagram'), 1)
(('computing', 'class', 'diagram', 'fuzzy'), 1)
(('class', 'diagram', 'fuzzy', 'logic'), 1)
(('diagram', 'fuzzy', 'logic', 'regression'), 1)
(('fuzzy', 'logic', 'regression', 'test'), 1)
(('logic', 'regression', 'test', 'selection'), 1)
(('regression', 'test', 'selection', 'uml'), 1)
(('test', 'selection', 'uml', 'cloud'), 1)
(('selection', 'uml', 'cloud', 'computing'), 1)
(('uml', 'cloud', 'computing', 'cloud'), 1)
(('cloud', 'computing', 'cloud', 'ml'), 1)
(('computing', 'cloud', 'ml', 'modeldriven'), 1)
(('cloud', 'ml', 'modeldriven', 'engineering'), 1)
(('ml', 'modeldriven', 'engineering', 'multicloud'), 1)
(('modeldriven', 'engineering', 'multicloud', 'cloud'), 1)
(('engineering', 'multicloud', 'cloud', 'computing'), 1)
(('multicloud', 'cloud', 'computing', 'devops'), 1)
(('cloud', 'computing', 'devops', 'modeldriven'), 1)
(('computing', 'devops', 'modeldriven', 'engineering'), 1)
(('devops', 'modeldriven', 'engineering', 'modelsruntime'), 1)
(('modeldriven', 'engineering', 'modelsruntime', 'multicloud'), 1)
(('engineering', 'modelsruntime', 'multicloud', 'ai'), 1)
(('modelsruntime', 'multicloud', 'ai', 'bot'), 1)
(('multicloud', 'ai', 'bot', 'machine'), 1)
(('ai', 'bot', 'machine', 'learning'), 1)
(('bot', 'machine', 'learning', 'model'), 1)
(('machine', 'learning', 'model', 'modeldriven'), 1)
(('learning', 'model', 'modeldriven', 'agile'), 1)
(('model', 'modeldriven', 'agile', 'consistency'), 1)
(('modeldriven', 'agile', 'consistency', 'management'), 1)
(('agile', 'consistency', 'management', 'modelbased'), 1)
(('consistency', 'management', 'modelbased', 'development'), 1)
(('management', 'modelbased', 'development', 'agile'), 1)
(('modelbased', 'development', 'agile', 'software'), 1)
(('development', 'agile', 'software', 'development'), 1)
(('agile', 'software', 'development', 'automated'), 1)
(('software', 'development', 'automated', 'software'), 1)
(('development', 'automated', 'software', 'testing'), 1)
(('automated', 'software', 'testing', 'automatic'), 1)
(('software', 'testing', 'automatic', 'update'), 1)
(('testing', 'automatic', 'update', 'behaviordriven'), 1)
(('automatic', 'update', 'behaviordriven', 'development'), 1)
(('update', 'behaviordriven', 'development', 'consistency'), 1)
(('behaviordriven', 'development', 'consistency', 'reflection'), 1)
(('development', 'consistency', 'reflection', 'design'), 1)
(('consistency', 'reflection', 'design', 'models'), 1)
(('reflection', 'design', 'models', 'metadata'), 1)
(('design', 'models', 'metadata', 'continuous'), 1)
(('models', 'metadata', 'continuous', 'evaluation'), 1)
(('metadata', 'continuous', 'evaluation', 'iot'), 1)
(('continuous', 'evaluation', 'iot', 'software'), 1)
(('evaluation', 'iot', 'software', 'architecture'), 1)
(('iot', 'software', 'architecture', 'evaluation'), 1)
(('software', 'architecture', 'evaluation', 'time'), 1)
(('architecture', 'evaluation', 'time', 'series'), 1)
(('evaluation', 'time', 'series', 'forecasting'), 1)
(('time', 'series', 'forecasting', 'decsecops'), 1)
(('series', 'forecasting', 'decsecops', 'deployment'), 1)
(('forecasting', 'decsecops', 'deployment', 'dsl'), 1)
(('decsecops', 'deployment', 'dsl', 'iot'), 1)
(('deployment', 'dsl', 'iot', 'mde'), 1)
(('dsl', 'iot', 'mde', 'modelsrun'), 1)
(('iot', 'mde', 'modelsrun', 'time'), 1)
(('mde', 'modelsrun', 'time', 'domainspecific'), 1)
(('modelsrun', 'time', 'domainspecific', 'languages'), 1)
(('time', 'domainspecific', 'languages', 'domainspecific'), 1)
(('domainspecific', 'languages', 'domainspecific', 'modeling'), 1)
(('languages', 'domainspecific', 'modeling', 'model'), 1)
(('domainspecific', 'modeling', 'model', 'transformation'), 1)
(('modeling', 'model', 'transformation', 'modeldriven'), 1)
(('model', 'transformation', 'modeldriven', 'engineering'), 1)
(('transformation', 'modeldriven', 'engineering', 'multidisciplinary'), 1)
(('modeldriven', 'engineering', 'multidisciplinary', 'engineering'), 1)
(('engineering', 'multidisciplinary', 'engineering', 'production'), 1)
(('multidisciplinary', 'engineering', 'production', 'systems'), 1)
(('engineering', 'production', 'systems', 'engineering'), 1)
(('production', 'systems', 'engineering', 'continuous'), 1)
(('systems', 'engineering', 'continuous', 'software'), 1)
(('engineering', 'continuous', 'software', 'engineering'), 1)
(('continuous', 'software', 'engineering', 'continuous'), 1)
(('software', 'engineering', 'continuous', 'systems'), 1)
(('engineering', 'continuous', 'systems', 'software'), 1)
(('continuous', 'systems', 'software', 'engineering'), 1)
(('systems', 'software', 'engineering', 'industry'), 1)
(('software', 'engineering', 'industry', '40'), 1)
(('engineering', 'industry', '40', 'continuous'), 1)
(('industry', '40', 'continuous', 'integration'), 1)
(('40', 'continuous', 'integration', 'highlyconfigurable'), 1)
(('continuous', 'integration', 'highlyconfigurable', 'software'), 1)
(('integration', 'highlyconfigurable', 'software', 'software'), 1)
(('highlyconfigurable', 'software', 'software', 'product'), 1)
(('software', 'software', 'product', 'line'), 1)
(('software', 'product', 'line', 'test'), 1)
(('product', 'line', 'test', 'case'), 1)
(('line', 'test', 'case', 'prioritization'), 1)
(('test', 'case', 'prioritization', 'modeling'), 1)
